processed_utterance,processed_tags,intent,category
know edit address,belq,change_shipping_address,SHIPPING_ADDRESS
change shipping address,bi,change_shipping_address,SHIPPING_ADDRESS
help changing shipping address,b,change_shipping_address,SHIPPING_ADDRESS
trouble updating address,blm,change_shipping_address,SHIPPING_ADDRESS
need help trying change shipping address,b,change_shipping_address,SHIPPING_ADDRESS
help change shipping address,bi,change_shipping_address,SHIPPING_ADDRESS
would like know changing shipping address,bp,change_shipping_address,SHIPPING_ADDRESS
tell changing shipping address,b,change_shipping_address,SHIPPING_ADDRESS
change shipping address,bi,change_shipping_address,SHIPPING_ADDRESS
problem updating shipping address,bl,change_shipping_address,SHIPPING_ADDRESS
knlw correct address,belz,change_shipping_address,SHIPPING_ADDRESS
need assistance change shipping address,b,change_shipping_address,SHIPPING_ADDRESS
could change shipping address,bip,change_shipping_address,SHIPPING_ADDRESS
could change shipping address,bip,change_shipping_address,SHIPPING_ADDRESS
would like know changing shipping address,bp,change_shipping_address,SHIPPING_ADDRESS
issue changing shipping address,bkm,change_shipping_address,SHIPPING_ADDRESS
ca change shipping address,b,change_shipping_address,SHIPPING_ADDRESS
trying change shipping address,b,change_shipping_address,SHIPPING_ADDRESS
trying change shipping address,b,change_shipping_address,SHIPPING_ADDRESS
change shipping address,b,change_shipping_address,SHIPPING_ADDRESS
change shipping address,bi,change_shipping_address,SHIPPING_ADDRESS
could help changing shipping address,bip,change_shipping_address,SHIPPING_ADDRESS
put old address mistake,b,change_shipping_address,SHIPPING_ADDRESS
change shipping address,bi,change_shipping_address,SHIPPING_ADDRESS
assistance changing shipping address,b,change_shipping_address,SHIPPING_ADDRESS
trouble trying modify address,blm,change_shipping_address,SHIPPING_ADDRESS
want assistance changing shipping address,b,change_shipping_address,SHIPPING_ADDRESS
change shipping address,bi,change_shipping_address,SHIPPING_ADDRESS
need change shipping address,b,change_shipping_address,SHIPPING_ADDRESS
issue trying correct shipping address,blmq,change_shipping_address,SHIPPING_ADDRESS
chosen wrong shipping address mistake,b,change_shipping_address,SHIPPING_ADDRESS
get information shipping address change,bi,change_shipping_address,SHIPPING_ADDRESS
could change shipping address,bip,change_shipping_address,SHIPPING_ADDRESS
issue trying change shipping address,b,change_shipping_address,SHIPPING_ADDRESS
want ot update address,blz,change_shipping_address,SHIPPING_ADDRESS
need help trying change shipping address,b,change_shipping_address,SHIPPING_ADDRESS
would like information shipping address change,bp,change_shipping_address,SHIPPING_ADDRESS
know could change shipping address,bp,change_shipping_address,SHIPPING_ADDRESS
could help changing shipping address,bip,change_shipping_address,SHIPPING_ADDRESS
change shipping address,bi,change_shipping_address,SHIPPING_ADDRESS
shipping address changed,b,change_shipping_address,SHIPPING_ADDRESS
want support trying update delivery address,blq,change_shipping_address,SHIPPING_ADDRESS
tell updating address,bl,change_shipping_address,SHIPPING_ADDRESS
would like know shipping address change,bp,change_shipping_address,SHIPPING_ADDRESS
want assistance trying correct shipping address,blq,change_shipping_address,SHIPPING_ADDRESS
change delivery address,bil,change_shipping_address,SHIPPING_ADDRESS
know change shipping address,,change_shipping_address,SHIPPING_ADDRESS
shipping address changed uchange,bciq,change_shipping_address,SHIPPING_ADDRESS
want support modifying address,blmq,change_shipping_address,SHIPPING_ADDRESS
want know shipping address change,b,change_shipping_address,SHIPPING_ADDRESS
problem shipping address change,b,change_shipping_address,SHIPPING_ADDRESS
need assistance change shipping address,b,change_shipping_address,SHIPPING_ADDRESS
help changing address,bl,change_shipping_address,SHIPPING_ADDRESS
need change shipping address,bi,change_shipping_address,SHIPPING_ADDRESS
need assistance shipping address change,b,change_shipping_address,SHIPPING_ADDRESS
find information editing damn address,bilwz,change_shipping_address,SHIPPING_ADDRESS
need help shipping address change,b,change_shipping_address,SHIPPING_ADDRESS
help trying change shipping address,b,change_shipping_address,SHIPPING_ADDRESS
want support trying change damn address,blmqw,change_shipping_address,SHIPPING_ADDRESS
assistance change shipping address,b,change_shipping_address,SHIPPING_ADDRESS
modify delivery address,bil,change_shipping_address,SHIPPING_ADDRESS
problem updating delivery address,blm,change_shipping_address,SHIPPING_ADDRESS
issue updating address,blm,change_shipping_address,SHIPPING_ADDRESS
give information changing shipping address,b,change_shipping_address,SHIPPING_ADDRESS
put old address mistake,b,change_shipping_address,SHIPPING_ADDRESS
change shipping address,,change_shipping_address,SHIPPING_ADDRESS
help correct delivery address,bl,change_shipping_address,SHIPPING_ADDRESS
wan na update address,blq,change_shipping_address,SHIPPING_ADDRESS
need information modifying address,bl,change_shipping_address,SHIPPING_ADDRESS
got change delivery address need help,bclq,change_shipping_address,SHIPPING_ADDRESS
find information shipping address change,bi,change_shipping_address,SHIPPING_ADDRESS
help change shipping address,b,change_shipping_address,SHIPPING_ADDRESS
change shipping address,bi,change_shipping_address,SHIPPING_ADDRESS
put old address mistake,b,change_shipping_address,SHIPPING_ADDRESS
change shipping address,bi,change_shipping_address,SHIPPING_ADDRESS
help change shipping address,b,change_shipping_address,SHIPPING_ADDRESS
upodate shipping address,belqz,change_shipping_address,SHIPPING_ADDRESS
issue changing shipping address,b,change_shipping_address,SHIPPING_ADDRESS
want help update address,bl,change_shipping_address,SHIPPING_ADDRESS
need support trying update shipping address,blm,change_shipping_address,SHIPPING_ADDRESS
help change shipping address,b,change_shipping_address,SHIPPING_ADDRESS
issue changing shipping address,bm,change_shipping_address,SHIPPING_ADDRESS
problem trying update delivery address,bl,change_shipping_address,SHIPPING_ADDRESS
could tell changing shipping address,bip,change_shipping_address,SHIPPING_ADDRESS
help changing delivery address,bl,change_shipping_address,SHIPPING_ADDRESS
help change shipping address,b,change_shipping_address,SHIPPING_ADDRESS
need modify shipping address,blq,change_shipping_address,SHIPPING_ADDRESS
issue updating delivery address,bl,change_shipping_address,SHIPPING_ADDRESS
cancellation fee,b,check_cancellation_fee,CANCELLATION_FEE
want assistance check withdrawal fee,bl,check_cancellation_fee,CANCELLATION_FEE
want assistance check cancellation charge,blq,check_cancellation_fee,CANCELLATION_FEE
want help checking cancellation fee,bm,check_cancellation_fee,CANCELLATION_FEE
wan na check cancellationcharge,blqz,check_cancellation_fee,CANCELLATION_FEE
need see termination fee help,bclmq,check_cancellation_fee,CANCELLATION_FEE
want help seeing withdrawal fee,blm,check_cancellation_fee,CANCELLATION_FEE
assistance checking cancellation fee,bm,check_cancellation_fee,CANCELLATION_FEE
check cancellation fee,bi,check_cancellation_fee,CANCELLATION_FEE
need assistance see cancellation penalty,blm,check_cancellation_fee,CANCELLATION_FEE
help check cancellation fee,bim,check_cancellation_fee,CANCELLATION_FEE
got see cancellation charge,blmq,check_cancellation_fee,CANCELLATION_FEE
find termination charge get help,bceilz,check_cancellation_fee,CANCELLATION_FEE
assistance check early termination penalty,bl,check_cancellation_fee,CANCELLATION_FEE
want assistance check cancellation fee,b,check_cancellation_fee,CANCELLATION_FEE
want assistance see cancellation penalty,bl,check_cancellation_fee,CANCELLATION_FEE
want help checking cancellation fee,b,check_cancellation_fee,CANCELLATION_FEE
see cancellation charge,bilq,check_cancellation_fee,CANCELLATION_FEE
need help see early termination charge,bl,check_cancellation_fee,CANCELLATION_FEE
could help checking cancellation fee,bimp,check_cancellation_fee,CANCELLATION_FEE
know see early exit charge,blm,check_cancellation_fee,CANCELLATION_FEE
want check cancellation fee,bm,check_cancellation_fee,CANCELLATION_FEE
know need check early exit fee,blm,check_cancellation_fee,CANCELLATION_FEE
want help seeing cancellation penalty,blq,check_cancellation_fee,CANCELLATION_FEE
assistance see cancellation penalty,bl,check_cancellation_fee,CANCELLATION_FEE
much would charge broke contract,bi,check_cancellation_fee,CANCELLATION_FEE
want assistance checking early termination feees,blmqz,check_cancellation_fee,CANCELLATION_FEE
want assistance check early termination fee,bl,check_cancellation_fee,CANCELLATION_FEE
show cancellation fee,bimp,check_cancellation_fee,CANCELLATION_FEE
need help seeing withdrawal penalty,blmq,check_cancellation_fee,CANCELLATION_FEE
need check cancllation penalty,bcilqz,check_cancellation_fee,CANCELLATION_FEE
see termination penalty,bilq,check_cancellation_fee,CANCELLATION_FEE
need help check cancellation fee,b,check_cancellation_fee,CANCELLATION_FEE
check termniation fee,bilz,check_cancellation_fee,CANCELLATION_FEE
need help see cancellation penalty,blq,check_cancellation_fee,CANCELLATION_FEE
need assistance check early termination charge,blm,check_cancellation_fee,CANCELLATION_FEE
need check early termination charge,bilm,check_cancellation_fee,CANCELLATION_FEE
show cancellation fee,bi,check_cancellation_fee,CANCELLATION_FEE
trying see goddamn early termination charge,blmw,check_cancellation_fee,CANCELLATION_FEE
check cancellation fee,bim,check_cancellation_fee,CANCELLATION_FEE
could help check cancellation fee,bip,check_cancellation_fee,CANCELLATION_FEE
want help checking termination fee,blq,check_cancellation_fee,CANCELLATION_FEE
find early termination penalty,belm,check_cancellation_fee,CANCELLATION_FEE
help see withdrawal charge,bl,check_cancellation_fee,CANCELLATION_FEE
know see cancellatino fee,belmz,check_cancellation_fee,CANCELLATION_FEE
help seeing cancellation penalty,blm,check_cancellation_fee,CANCELLATION_FEE
try see early termination penalty,blm,check_cancellation_fee,CANCELLATION_FEE
